페이지,공종,종별,종별_상세1,시험종목_1,시험종목_2,시험종목_3,시험방법,시험빈도,비고
37,방수공사,"인조광섬유
단열재
(KS L 9102)",,열 전도율,,,KS L 9016,"·시공면적 1,000제곱미터마다
·1,000매마다",
37,방수공사,"방수성펄라이트
보온재
(KS F 4714)",,겉모양 및 치수,,,KS F 4714,"·시공면적 1,000제곱미터마다
·1,000매마다",
37,방수공사,"방수성펄라이트
보온재
(KS F 4714)",,밀도,,,,"·시공면적 1,000제곱미터마다
·1,000매마다",
37,방수공사,"방수성펄라이트
보온재
(KS F 4714)",,휨 강도,,,,"·시공면적 1,000제곱미터마다
·1,000매마다",
37,방수공사,"방수성펄라이트
보온재
(KS F 4714)",,선 수축률,,,,"·시공면적 1,000제곱미터마다
·1,000매마다",
37,방수공사,"방수성펄라이트
보온재
(KS F 4714)",,발수도,,,,"·시공면적 1,000제곱미터마다
·1,000매마다",
37,방수공사,"방수성펄라이트
보온재
(KS F 4714)",,열전도율,,,KS L 9016,"·시공면적 1,000제곱미터마다
·1,000매마다",
37,방수공사,"경질폴리우레탄
폼 단열재
(KS M 3809)",,겉모양 및 치수,,,KS M 3809,"·시공면적 1,000제곱미터마다
·1,000매마다",
37,방수공사,"경질폴리우레탄
폼 단열재
(KS M 3809)",,흡수량,,,,"·시공면적 1,000제곱미터마다
·1,000매마다",
37,방수공사,"경질폴리우레탄
폼 단열재
(KS M 3809)",,투습계수,,,,"·시공면적 1,000제곱미터마다
·1,000매마다",
37,방수공사,"경질폴리우레탄
폼 단열재
(KS M 3809)",,녹,,,,"·시공면적 1,000제곱미터마다
·1,000매마다",
37,방수공사,"경질폴리우레탄
폼 단열재
(KS M 3809)",,겉보기 밀도,,,KS M ISO 845,"·시공면적 1,000제곱미터마다
·1,000매마다",
37,방수공사,"경질폴리우레탄
폼 단열재
(KS M 3809)",,열전도율,,,KS L 9016,"·시공면적 1,000제곱미터마다
·1,000매마다",
37,방수공사,"경질폴리우레탄
폼 단열재
(KS M 3809)",,굴곡 강도,,,KS M ISO 1209-1,"·시공면적 1,000제곱미터마다
·1,000매마다",
37,방수공사,"경질폴리우레탄
폼 단열재
(KS M 3809)",,압축 강도,,,KS M ISO 844,"·시공면적 1,000제곱미터마다
·1,000매마다",
37,방수공사,"경질폴리우레탄
폼 단열재
(KS M 3809)",,연소성,,,KS M ISO 9772,"·시공면적 1,000제곱미터마다
·1,000매마다",
37,방수공사,"단열 모르타르
(KS F 4040)",,열전도율,,,KS L 9016,"·시공면적 1,000제곱미터마다",
37,방수공사,"단열 모르타르
(KS F 4040)",,부착강도,,,KS F 4716,"·시공면적 1,000제곱미터마다",
37,방수공사,"단열 모르타르
(KS F 4040)",,길이 변화율,,,KS F 2424,"·시공면적 1,000제곱미터마다",
37,방수공사,"강화유리
(KS L 2002)",,겉모양 및 치수,,,KS L 2002,"·제조회사별
·제품규격별","무늬,
플로트,
열선반사
강화유리"
37,방수공사,"강화유리
(KS L 2002)",,만곡,,,,"·제조회사별
·제품규격별",
37,방수공사,"강화유리
(KS L 2002)",,낙구 충격 파괴 강도,,,,"·제조회사별
·제품규격별",
37,방수공사,"강화유리
(KS L 2002)",,파쇄시험,,,,"·제조회사별
·제품규격별",
37,방수공사,"강화유리
(KS L 2002)",,쇼트백 충격 특성,,,,"·제조회사별
·제품규격별",
37,방수공사,"강화유리
(KS L 2002)",,"내광성, 내마모성, 내산성",,,KS L 2014,"·제조회사별
·제품규격별","열선반사강
화유리"
37,방수공사,"강화유리
(KS L 2002)",,내알칼리성,,,,"·제조회사별
·제품규격별",
37,방수공사,"복층유리
(KS L 2003)",,겉모양 및 치수,,,KS L 2003,"·제조회사별
·제품규격별","단열,
태양열 차폐
복층유리"
37,방수공사,"복층유리
(KS L 2003)",,이슬점,,,,"·제조회사별
·제품규격별",
37,방수공사,"복층유리
(KS L 2003)",,봉착의 가속 내구성,,,,"·제조회사별
·제품규격별",
37,방수공사,"복층유리
(KS L 2003)",,광학박막성능의 가속내구성,,,,"·제조회사별
·제품규격별",
37,방수공사,"복층유리
(KS L 2003)",,열 관류 저항(단열성),,,KS L 2525,"·제조회사별
·제품규격별",
38,방수공사,,,태양열 제거율(차폐성),,,KS L 2514,,"태양열 차폐
복층유리"
38,방수공사,"망판 유리
(KS L 2006)",,겉모양 및 치수,,,KS L 2006,"·제조회사별
·제품규격별",
38,방수공사,"망판 유리
(KS L 2006)",,방화성,,,,"·제조회사별
·제품규격별",
38,방수공사,"접합유리
(KS L 2004)",,"평면접합
유리",겉모양 및 치수,,KS L 2004,"·제조회사별
·제품규격별",
38,방수공사,"접합유리
(KS L 2004)",,,"만곡, 내열성",,,"·제조회사별
·제품규격별",
38,방수공사,"접합유리
(KS L 2004)",,,낙구 충격시험,,,"·제조회사별
·제품규격별",
38,방수공사,"접합유리
(KS L 2004)",,,쇼트백 충격 특성,,,"·제조회사별
·제품규격별",
38,방수공사,"접합유리
(KS L 2004)",,,내광성,,KS L 2007,"·제조회사별
·제품규격별",
38,방수공사,"접합유리
(KS L 2004)",,"곡면접합
유리",겉모양,,KS L 2004,"·제조회사별
·제품규격별",
38,방수공사,"접합유리
(KS L 2004)",,,내열성,,,"·제조회사별
·제품규격별",
38,방수공사,"접합유리
(KS L 2004)",,,쇼트백 충격특성,,,"·제조회사별
·제품규격별",
38,방수공사,"열선흡수
판유리
(KS L 2008)",,"플 로 트
판유리,
마판유리","겉모양, 치수",,KS L 2012,"·제조회사별
·제품규격별",
38,방수공사,"열선흡수
판유리
(KS L 2008)",,,"기포, 이물질",,,"·제조회사별
·제품규격별",
38,방수공사,"열선흡수
판유리
(KS L 2008)",,,점상 결점 밀집도,,,"·제조회사별
·제품규격별",
38,방수공사,"열선흡수
판유리
(KS L 2008)",,,선상·대상 결점,,,"·제조회사별
·제품규격별",
38,방수공사,"열선흡수
판유리
(KS L 2008)",,,"흠, 파상, 잔금",,,"·제조회사별
·제품규격별",
38,방수공사,"열선흡수
판유리
(KS L 2008)",,,절단면 결점,,,"·제조회사별
·제품규격별",
38,방수공사,"열선흡수
판유리
(KS L 2008)",,태양열 취득율(5㎜),,,"KS L 2008, L 2514","·제조회사별
·제품규격별",
38,방수공사,"열선흡수
판유리
(KS L 2008)",,"망판유리
선판유리",겉모양 및 치수,,KS L 2006,"·제조회사별
·제품규격별",
38,방수공사,"열선흡수
판유리
(KS L 2008)",,,방화성,,,"·제조회사별
·제품규격별",
38,방수공사,"열선반사 유리
(KS L 2014)",,겉모양 및 치수,,,KS L 2014,"·제조회사별
·제품규격별",
38,방수공사,"열선반사 유리
(KS L 2014)",,"내광성, 내산성",,,,"·제조회사별
·제품규격별",
38,방수공사,"열선반사 유리
(KS L 2014)",,"내마모성, 내알칼리성",,,,"·제조회사별
·제품규격별",
38,방수공사,"열선반사 유리
(KS L 2014)",,태양열 차폐성,,,KS L 2514,"·제조회사별
·제품규격별",
38,방수공사,"배강도유리
(KS L 2015)",,겉모양 및 치수,,,KS L 2015,"·제조회사별
·제품규격별",
38,방수공사,"배강도유리
(KS L 2015)",,"휨, 표면압축응력",,,,"·제조회사별
·제품규격별",
38,방수공사,"창호 목제 틀재
(KS F 3108)",,겉모양 및 치수,,,KS F 3108,"·제조회사별
·제품규격별",
38,방수공사,"창호 목제 틀재
(KS F 3108)",,휨 강도,,,,"·제조회사별
·제품규격별",
38,방수공사,"창호 목제 틀재
(KS F 3108)",,함수율,,,KS F 2199,"·제조회사별
·제품규격별",
38,방수공사,"창호 목제 틀재
(KS F 3108)",,"방부, 방충 처리",,,KS M 1701,"·제조회사별
·제품규격별",
38,방수공사,"문세트
(KS F 3109)",,치수,,,"KS F 3109, KS F 1515","·제조회사별
·제품규격별",
38,방수공사,"문세트
(KS F 3109)",,비틀림 강도,,,KS F 3109,"·제조회사별
·제품규격별",
38,방수공사,"문세트
(KS F 3109)",,연직 하중 강도,,,KS F 2631,"·제조회사별
·제품규격별",
38,방수공사,"문세트
(KS F 3109)",,개폐력,,,KS F 2237,"·제조회사별
·제품규격별",
38,방수공사,"문세트
(KS F 3109)",,개폐 반복성,,,KS F 4534,"·제조회사별
·제품규격별",
38,방수공사,"문세트
(KS F 3109)",,내충격성,,,KS F 2236,"·제조회사별
·제품규격별",
38,방수공사,"문세트
(KS F 3109)",,내풍압성,,,KS F 2296,"·제조회사별
·제품규격별",
38,방수공사,"문세트
(KS F 3109)",,기밀성,,,KS F 2292,"·제조회사별
·제품규격별",
38,방수공사,"문세트
(KS F 3109)",,수밀성,,,KS F 2293,"·제조회사별
·제품규격별",
38,방수공사,"문세트
(KS F 3109)",,방음성,,,KS F 10140-1,"·제조회사별
·제품규격별",
39,방수공사,,,단열성,,,KS F 2278,,
39,방수공사,,,내화성,,,KS F 2268-1,,
39,방수공사,,,차연성,,,KS F 2846,,
39,방수공사,"창세트
(KS F 3117)",,치수,,,"KS F 3117, KS F 1515","·제조회사별
·제품규격별",
39,방수공사,"창세트
(KS F 3117)",,개폐력,,,KS F 2237,"·제조회사별
·제품규격별",
39,방수공사,"창세트
(KS F 3117)",,"개폐
반복성",스윙 창세트,,KS F 3109,"·제조회사별
·제품규격별",
39,방수공사,"창세트
(KS F 3117)",,,슬라이딩 창세트,,KS F 4534,"·제조회사별
·제품규격별",
39,방수공사,"창세트
(KS F 3117)",,내풍압성,,,KS F 2296,"·제조회사별
·제품규격별","목제 창세트는
제외"
39,방수공사,"창세트
(KS F 3117)",,기밀성,,,KS F 2292,"·제조회사별
·제품규격별",
39,방수공사,"창세트
(KS F 3117)",,수밀성,,,KS F 2293,"·제조회사별
·제품규격별",
39,방수공사,"창세트
(KS F 3117)",,"손잡이대 강도
(슬라이딩 창세트)",,,KS F 2239,"·제조회사별
·제품규격별",
39,방수공사,"창세트
(KS F 3117)",,방음성,,,KS F 10140-1,"·제조회사별
·제품규격별",
39,방수공사,"창세트
(KS F 3117)",,단열성,,,KS F 2278,"·제조회사별
·제품규격별",
39,방수공사,"창세트
(KS F 3117)",,함수율,,,KS F 2199,"·제조회사별
·제품규격별","목제 창세트에만
적용"
39,방수공사,"합성수지
창호형형재
(KS F 5602)",,"겉모양, 치수 및 질량",,,KS F 5602,"·제조회사별
·제품규격별",
39,방수공사,"합성수지
창호형형재
(KS F 5602)",,저온 추 낙하 강도,,,,"·제조회사별
·제품규격별",
39,방수공사,"합성수지
창호형형재
(KS F 5602)",,가열 변형,,,,"·제조회사별
·제품규격별",
39,방수공사,"합성수지
창호형형재
(KS F 5602)",,가열 신축성,,,,"·제조회사별
·제품규격별",
39,방수공사,"합성수지
창호형형재
(KS F 5602)",,냉열 반복,,,,"·제조회사별
·제품규격별",
39,방수공사,"합성수지
창호형형재
(KS F 5602)",,색차,,,KS M ISO 147282,"·제조회사별
·제품규격별",
39,방수공사,"합성수지
창호형형재
(KS F 5602)",,경도,,,KS M ISO 2039-2,"·제조회사별
·제품규격별",
39,방수공사,"합성수지
창호형형재
(KS F 5602)",,인장강도 및 신장률,,,KS M ISO 527-1,"·제조회사별
·제품규격별",
39,방수공사,"합성수지
창호형형재
(KS F 5602)",,굴곡 탄성률,,,KS M ISO 178,"·제조회사별
·제품규격별",
39,방수공사,"합성수지
창호형형재
(KS F 5602)",,충격 강도,,,KS M ISO 179-1,"·제조회사별
·제품규격별",
39,방수공사,"합성수지
창호형형재
(KS F 5602)",,비카 연화 연도,,,KS M ISO 306,"·제조회사별
·제품규격별",
39,방수공사,"합성수지
창호형형재
(KS F 5602)",,내연소성(흰색형재),,,KS M 3015,"·제조회사별
·제품규격별",
39,방수공사,"합성수지
창호형형재
(KS F 5602)",,내후성,샤르피 충격강도,,"KS F 2274
KS M ISO 179-1","·제조회사별
·제품규격별",
39,방수공사,"합성수지
창호형형재
(KS F 5602)",,,변퇴색,,"KS F 2274, KS F 5602","·제조회사별
·제품규격별",
39,방수공사,"경첩
(KS F 4519)",,겉모양,,,KS F 4519,"·제조회사별
·제품규격별",
39,방수공사,"경첩
(KS F 4519)",,인장 내구성,,,,"·제조회사별
·제품규격별",
39,방수공사,"경첩
(KS F 4519)",,내구성,,,KS F 2275,"·제조회사별
·제품규격별",
39,방수공사,"보통합판
(KS F 3101)",,겉모양 및 치수,,,KS F 3101,"·제조회사별
·제품규격별",
39,방수공사,"보통합판
(KS F 3101)",,접착력,인장전단,,,"·제조회사별
·제품규격별",
39,방수공사,"보통합판
(KS F 3101)",,,침지박리,,,"·제조회사별
·제품규격별",
39,방수공사,"보통합판
(KS F 3101)",,함수율,,,,"·제조회사별
·제품규격별",
39,방수공사,"보통합판
(KS F 3101)",,밀도,,,,"·제조회사별
·제품규격별",
39,방수공사,"보통합판
(KS F 3101)",,붕소 화합물 흡수량,,,,"·제조회사별
·제품규격별",
39,방수공사,"보통합판
(KS F 3101)",,"폭심, 페니트로티온 흡수량",,,,"·제조회사별
·제품규격별",
39,방수공사,"보통합판
(KS F 3101)",,흡습성,,,,"·제조회사별
·제품규격별",
39,방수공사,"보통합판
(KS F 3101)",,난연성,,,,"·제조회사별
·제품규격별",
40,방수공사,,,폼알데하이드 방산량,,,KS M 1998,,
40,방수공사,"구조용 집성재
(KS F 3021)",,겉모양 및 치수,,,KS F 3021,"·제조회사별
·제품규격별",
40,방수공사,"구조용 집성재
(KS F 3021)",,접착 강도,,,,"·제조회사별
·제품규격별",
40,방수공사,"구조용 집성재
(KS F 3021)",,휨성능,,,,"·제조회사별
·제품규격별",
40,방수공사,"구조용 집성재
(KS F 3021)",,인장성능,,,,"·제조회사별
·제품규격별",
40,방수공사,"구조용 집성재
(KS F 3021)",,함수율,,,KS F 2199,"·제조회사별
·제품규격별",
40,방수공사,"플로어링 보드
(KS F 3103)",,겉모양 및 치수,,,KS F 3103,"·제조회사별
·제품규격별",
40,방수공사,"플로어링 보드
(KS F 3103)",,함수율,,,,"·제조회사별
·제품규격별",
40,방수공사,"플로어링 보드
(KS F 3103)",,휨강도,,,,"·제조회사별
·제품규격별",
40,방수공사,"플로어링 보드
(KS F 3103)",,"방부
처리",침윤도,,,"·제조회사별
·제품규격별",
40,방수공사,"플로어링 보드
(KS F 3103)",,,흡수량,,,"·제조회사별
·제품규격별",
40,방수공사,"천연무늬목
치장마루판
(KS F 3111)",,"겉모양, 치수 및 직각도",,,KS F 3111,"·제조회사별
·제품규격별",
40,방수공사,"천연무늬목
치장마루판
(KS F 3111)",,습열성,,,,"·제조회사별
·제품규격별",
40,방수공사,"천연무늬목
치장마루판
(KS F 3111)",,내한성,,,,"·제조회사별
·제품규격별",
40,방수공사,"천연무늬목
치장마루판
(KS F 3111)",,내열성,,,,"·제조회사별
·제품규격별",
40,방수공사,"천연무늬목
치장마루판
(KS F 3111)",,내오염성,,,,"·제조회사별
·제품규격별",
40,방수공사,"천연무늬목
치장마루판
(KS F 3111)",,내산성,,,,"·제조회사별
·제품규격별",
40,방수공사,"천연무늬목
치장마루판
(KS F 3111)",,내알칼리성,,,,"·제조회사별
·제품규격별",
40,방수공사,"천연무늬목
치장마루판
(KS F 3111)",,내시너성,,,,"·제조회사별
·제품규격별",
40,방수공사,"천연무늬목
치장마루판
(KS F 3111)",,내마모성,,,,"·제조회사별
·제품규격별",
40,방수공사,"천연무늬목
치장마루판
(KS F 3111)",,내변퇴색성,,,,"·제조회사별
·제품규격별",
40,방수공사,"천연무늬목
치장마루판
(KS F 3111)",,도막 밀착력(테이프시험),,,,"·제조회사별
·제품규격별",
40,방수공사,"천연무늬목
치장마루판
(KS F 3111)",,접착성,,,KS F 3101,"·제조회사별
·제품규격별",
40,방수공사,"천연무늬목
치장마루판
(KS F 3111)",,함수율,,,,"·제조회사별
·제품규격별",
40,방수공사,"천연무늬목
치장마루판
(KS F 3111)",,흡수 두께 팽창률,,,KS F 3200,"·제조회사별
·제품규격별",
40,방수공사,"천연무늬목
치장마루판
(KS F 3111)",,치수 변화율,,,KS F 3126,"·제조회사별
·제품규격별",
40,방수공사,"천연무늬목
치장마루판
(KS F 3111)",,"휨 강도, 습윤시 휨 강도",,,KS F 3200,"·제조회사별
·제품규격별",
40,방수공사,"천연무늬목
치장마루판
(KS F 3111)",,평면 인장 강도,,,KS F 3104,"·제조회사별
·제품규격별",
40,방수공사,"천연무늬목
치장마루판
(KS F 3111)",,"실내공기 오염물질 방출량
(총휘발성유기화합물, 톨루
엔, 폼알데하이드)",,,"KS M 1998 또는
실내공기질 공정시험기
준 (환경부고시)",·필요시,
40,방수공사,"섬유판
(KS F 3200)",,"연
질
판","겉모양,치수,직각도",,KS F 3200,"·제조회사별
·제품규격별","용도 및
접착제
등에 따라
구분 적용"
40,방수공사,"섬유판
(KS F 3200)",,,밀도,,,"·제조회사별
·제품규격별",
40,방수공사,"섬유판
(KS F 3200)",,,함수율,,,"·제조회사별
·제품규격별",
40,방수공사,"섬유판
(KS F 3200)",,,휨 강도,,,"·제조회사별
·제품규격별",
40,방수공사,"섬유판
(KS F 3200)",,,흡수 두께 팽창률,,,"·제조회사별
·제품규격별",
40,방수공사,"섬유판
(KS F 3200)",,,단열성(열저항),,KS F 2277,"·제조회사별
·제품규격별",
40,방수공사,"섬유판
(KS F 3200)",,,난연성,,KS F 2271,·필요시,
40,방수공사,"섬유판
(KS F 3200)",,"중
밀
도
판","겉모양,치수,직각도",,"KS F 3200
KS F 3200","·제조회사별
·제품규격별",
40,방수공사,"섬유판
(KS F 3200)",,,"밀도, 함수율",,,"·제조회사별
·제품규격별",
40,방수공사,"섬유판
(KS F 3200)",,,습윤시 휨강도,,,"·제조회사별
·제품규격별",
40,방수공사,"섬유판
(KS F 3200)",,,박리 강도,,,"·제조회사별
·제품규격별",
40,방수공사,"섬유판
(KS F 3200)",,,나사못 유지력,,,"·제조회사별
·제품규격별",
40,방수공사,"섬유판
(KS F 3200)",,,폼알데하이드방산량,,KS M 1998,"·제조회사별
·제품규격별",
41,방수공사,,,"경
질
판","겉모양,치수,직각도",,KS F 3200,"·제조회사별
·제품규격별",
41,방수공사,,,,"밀도, 함수율",,,"·제조회사별
·제품규격별",
41,방수공사,,,,휨파괴 하중,,KS F 2263,"·제조회사별
·제품규격별",
41,방수공사,,,,"휨 강도, 흡수율",,KS F 3200,"·제조회사별
·제품규격별",
41,방수공사,,,,흡수 길이 변화율,,,"·제조회사별
·제품규격별",
41,방수공사,,,,못 역인발 저항,,,"·제조회사별
·제품규격별",
41,방수공사,,,,평면 인장 강도,,KS F 3200,"·제조회사별
·제품규격별",
41,방수공사,,,,내충격성,,,"·제조회사별
·제품규격별",
41,방수공사,,,,"내산성,내알칼리성",,,"·제조회사별
·제품규격별",
41,방수공사,,,,내오염성,,,"·제조회사별
·제품규격별",
41,방수공사,,,,내변퇴색성,,KS M 3072,"·제조회사별
·제품규격별",
41,방수공사,,,,내긁힘성,,KS F 3200,"·제조회사별
·제품규격별",
41,방수공사,,,,도막부착성,,,"·제조회사별
·제품규격별",
41,방수공사,,,,내세척성,,,"·제조회사별
·제품규격별",
41,방수공사,,,,내후성,,KS F 2274,"·제조회사별
·제품규격별",
41,방수공사,,,,난연성,,KS F 2271,·필요시,
41,방수공사,"파티클보드
(KS F 3104)",,"바 탕 ,
단판
붙임","겉모양,치수,직각도",,KS F 3104,"·제조회사별
·제품규격별","접착제
종류에
따라 구분
적용"
41,방수공사,"파티클보드
(KS F 3104)",,,"밀도, 함수율",,,"·제조회사별
·제품규격별",
41,방수공사,"파티클보드
(KS F 3104)",,,휨강도,,,"·제조회사별
·제품규격별",
41,방수공사,"파티클보드
(KS F 3104)",,,습윤시 휨 강도,,,"·제조회사별
·제품규격별",
41,방수공사,"파티클보드
(KS F 3104)",,,흡수 두께 팽창률,,,"·제조회사별
·제품규격별",
41,방수공사,"파티클보드
(KS F 3104)",,,박리 강도,,,"·제조회사별
·제품규격별",
41,방수공사,"파티클보드
(KS F 3104)",,,나사못 유지력,,,"·제조회사별
·제품규격별",
41,방수공사,"파티클보드
(KS F 3104)",,,폼알데하이드방산량,,KS M 1998,"·제조회사별
·제품규격별",
41,방수공사,"파티클보드
(KS F 3104)",,,난연성,,KS F 2271,·필요시,
41,방수공사,"파티클보드
(KS F 3104)",,,단열성(열저항),,KS F 2277,·필요시,
41,방수공사,"파티클보드
(KS F 3104)",,치장,"겉모양,치수,직각도",,KS F 3104,"·제조회사별
·제품규격별",
41,방수공사,"파티클보드
(KS F 3104)",,,밀도,,,"·제조회사별
·제품규격별",
41,방수공사,"파티클보드
(KS F 3104)",,,함수율,,,"·제조회사별
·제품규격별",
41,방수공사,"파티클보드
(KS F 3104)",,,평면 인장 강도,,KS F 3104,"·제조회사별
·제품규격별",
41,방수공사,"파티클보드
(KS F 3104)",,,내충격성,,,"·제조회사별
·제품규격별",
41,방수공사,"파티클보드
(KS F 3104)",,,내산성,,,"·제조회사별
·제품규격별",
41,방수공사,"파티클보드
(KS F 3104)",,,내알칼리성,,,"·제조회사별
·제품규격별",
41,방수공사,"파티클보드
(KS F 3104)",,,내오염성,,,"·제조회사별
·제품규격별",
41,방수공사,"파티클보드
(KS F 3104)",,,내변퇴색성,,KS M 3072,"·제조회사별
·제품규격별",
41,방수공사,"파티클보드
(KS F 3104)",,,내긁힘성,,KS F 3104,"·제조회사별
·제품규격별",
41,방수공사,"석고보드
(KS F 3504)",,"석고
보드","겉모양, 치수",,KS F 3504,"·제조회사별
·제품규격별",
41,방수공사,"석고보드
(KS F 3504)",,,함수율,,,"·제조회사별
·제품규격별",
42,방수공사,,,(GB-R),휨 파괴 하중,,,,
42,방수공사,,,,연소성능,,KS F 3504,,
42,방수공사,,,,단열성,,KS F 2277-부속서 B,,
42,방수공사,,,,"실내공기 오염물질
방출량(총휘발성유
기화합물, 톨루엔, 폼
알데하이드)",,"KS M 1998 또는
실내공기질 공정시험
기준 (환경부고시)",·필요시,
42,방수공사,,,"방수
석고
보드
(GB-S)","겉모양, 치수",,KS F 3504,"·제조회사별
·제품규격별",
42,방수공사,,,,"함수율, 흡수성",,,"·제조회사별
·제품규격별",
42,방수공사,,,,흡수시 내박리성,,,"·제조회사별
·제품규격별",
42,방수공사,,,,휨 파괴 하중,,,"·제조회사별
·제품규격별",
42,방수공사,,,,연소성능,,KS F 3504,"·제조회사별
·제품규격별",
42,방수공사,,,,단열성,,KS F 2277-부속서 B,"·제조회사별
·제품규격별",
42,방수공사,,,"방화
석고
보드
(GB-F)","겉모양, 치수",,KS F 3504,"·제조회사별
·제품규격별",
42,방수공사,,,,함수율,,,"·제조회사별
·제품규격별",
42,방수공사,,,,내충격성,,,"·제조회사별
·제품규격별",
42,방수공사,,,,"내화염성, 연소성능",,,"·제조회사별
·제품규격별",
42,방수공사,,,,단위면적당 질량,,KS F 3504,"·제조회사별
·제품규격별",
42,방수공사,,,"석고
라스
보드
(GB-L)","겉모양, 치수",,KS F 3504,"·제조회사별
·제품규격별",
42,방수공사,,,"치장
석고
보드
(GB-D)","겉모양, 치수",,KS F 3504,"·제조회사별
·제품규격별",
42,방수공사,,,,내변퇴색성,,"KS M 3072,KS F 3504","·제조회사별
·제품규격별",
42,방수공사,"이중바닥재
(KS F 4760)",,겉모양 및 치수,,,KS F 4760,"·제조회사별
·제품규격별",
42,방수공사,"이중바닥재
(KS F 4760)",,"직각도, 평탄도",,,,"·제조회사별
·제품규격별",
42,방수공사,"이중바닥재
(KS F 4760)",,국부 압축 저항성,,,,"·제조회사별
·제품규격별",
42,방수공사,"이중바닥재
(KS F 4760)",,내충격성,,,,"·제조회사별
·제품규격별",
43,방수공사,,,내연소성,,,,,
43,방수공사,,,대전성,,,,,
43,방수공사,,,누설 저항성,,,,,
43,방수공사,,,"방식
성능",도막 밀착성,,KS F 4760,,
43,방수공사,,,,도막 내식성,,KS D 9502,,
43,방수공사,"섬유강화
시멘트판
(KS L 5114)",,"파형
시멘트
판",겉모양 및 치수,,KS L 5114,"·제조회사별
·제품규격별","종류에
따라
구분적용"
43,방수공사,"섬유강화
시멘트판
(KS L 5114)",,,휨파괴하중,,,"·제조회사별
·제품규격별",
43,방수공사,"섬유강화
시멘트판
(KS L 5114)",,,흡수율,,,"·제조회사별
·제품규격별",
43,방수공사,"섬유강화
시멘트판
(KS L 5114)",,,투수성,,,"·제조회사별
·제품규격별",
43,방수공사,"섬유강화
시멘트판
(KS L 5114)",,"평형
슬레이
트",겉모양 및 치수,,KS L 5114,"·제조회사별
·제품규격별",
43,방수공사,"섬유강화
시멘트판
(KS L 5114)",,,휨강도,,KS F 2263,"·제조회사별
·제품규격별",
43,방수공사,"섬유강화
시멘트판
(KS L 5114)",,,흡수율,,KS L 5114,"·제조회사별
·제품규격별",
43,방수공사,"섬유강화
시멘트판
(KS L 5114)",,,"흡수에 의한 길이
변화율",,,"·제조회사별
·제품규격별",
43,방수공사,"섬유강화
시멘트판
(KS L 5114)",,"펼라이
트판",겉모양 및 치수,,KS L 5114,"·제조회사별
·제품규격별",
43,방수공사,"섬유강화
시멘트판
(KS L 5114)",,,부피 비중,,,"·제조회사별
·제품규격별",
43,방수공사,"섬유강화
시멘트판
(KS L 5114)",,,투수성,,KS L 5114,"·제조회사별
·제품규격별",
43,방수공사,"섬유강화
시멘트판
(KS L 5114)",,,열전도율,,KS L 9016,"·제조회사별
·제품규격별",
43,방수공사,"섬유강화
시멘트판
(KS L 5114)",,"규산칼
슘판",겉모양 및 치수,,KS L 5114,"·제조회사별
·제품규격별",
43,방수공사,"섬유강화
시멘트판
(KS L 5114)",,,"흡수에 의한 길이
변화율",,KS L 5114,"·제조회사별
·제품규격별",
43,방수공사,"섬유강화
시멘트판
(KS L 5114)",,"슬래그
석고판",겉모양 및 치수,,KS L 5114,"·제조회사별
·제품규격별",
43,방수공사,"섬유강화
시멘트판
(KS L 5114)",,,부피비중,,,"·제조회사별
·제품규격별",
43,방수공사,"PVC계 바닥재
(KS M 3802)",,"바닥
타일",겉모양 및 치수,,KS M 3802,"·제조회사별
·제품규격별",
43,방수공사,"PVC계 바닥재
(KS M 3802)",,,압입량,,,"·제조회사별
·제품규격별",
43,방수공사,"PVC계 바닥재
(KS M 3802)",,,잔류 압입률,,,"·제조회사별
·제품규격별",
43,방수공사,"PVC계 바닥재
(KS M 3802)",,,"가열에 의한 길이
변화율",,,"·제조회사별
·제품규격별",
43,방수공사,"PVC계 바닥재
(KS M 3802)",,,"흡수에 의한 길이
변화율",,,"·제조회사별
·제품규격별",
43,방수공사,"PVC계 바닥재
(KS M 3802)",,,가열 감량률,,,"·제조회사별
·제품규격별",
43,방수공사,"PVC계 바닥재
(KS M 3802)",,,긁기시험,,,"·제조회사별
·제품규격별",
43,방수공사,"PVC계 바닥재
(KS M 3802)",,,오염성,,,"·제조회사별
·제품규격별",
43,방수공사,"PVC계 바닥재
(KS M 3802)",,"바닥
시트",겉모양 및 치수,,KS M 3802,"·제조회사별
·제품규격별",
44,방수공사,,,,"가열에 의한 길이
변화율",,,,
44,방수공사,,,,가열 감량률,,,,
44,방수공사,,,,오염성,,,,
44,방수공사,,,박리강도,,,KS M 3802,·필요시,
44,방수공사,,,퇴색성,,,KS M ISO 4892-4,·필요시,
44,방수공사,,,미끄럼성,,,"KS F 2602,
KS M 3802-부속서 A",·필요시,
44,방수공사,,,마모성,,,"KS F 2811, KS F 2813",·필요시,
44,방수공사,,,난연성,,,KS F 2271,·필요시,
44,방수공사,"도자기질 타일
(KS L 1001)",,"겉모양 및 치수
(모자이크 타일 제외)",,,KS L 1001,"·제조회사별
·제품규격별","종류 및
용도에
따라
구분적용"
44,방수공사,"도자기질 타일
(KS L 1001)",,뒤틀림,,,,"·제조회사별
·제품규격별",
44,방수공사,"도자기질 타일
(KS L 1001)",,치수의 불규칙도,,,,"·제조회사별
·제품규격별",
44,방수공사,"도자기질 타일
(KS L 1001)",,흡수율,,,KS L 1001,"·제조회사별
·제품규격별",
